iter	Passed	Remaining
384	6292	42742
385	6308	42722
386	6324	42704
387	6340	42687
388	6356	42664
389	6371	42642
390	6387	42621
391	6402	42596
392	6419	42584
393	6437	42575
394	6452	42551
395	6467	42528
396	6482	42502
397	6499	42493
398	6517	42483
399	6535	42480
400	6551	42462
401	6567	42442
402	6583	42427
403	6599	42405
404	6615	42386
405	6630	42361
406	6647	42350
407	6663	42333
408	6678	42311
409	6694	42289
410	6710	42271
411	6726	42252
412	6741	42228
413	6757	42207
414	6773	42191
415	6790	42178
416	6805	42154
417	6820	42130
418	6836	42109
419	6852	42091
420	6867	42069
421	6884	42056
422	6900	42037
423	6916	42018
424	6934	42013
425	6949	41990
426	6970	42000
427	6987	41988
428	7002	41965
429	7018	41947
430	7034	41932
431	7052	41923
432	7068	41902
433	7083	41880
434	7098	41855
435	7114	41837
436	7129	41813
437	7149	41818
438	7165	41799
439	7181	41784
440	7197	41765
441	7213	41745
442	7229	41731
443	7246	41718
444	7263	41701
445	7280	41692
446	7298	41684
447	7313	41658
448	7332	41659
449	7351	41658
450	7367	41641
451	7387	41643
452	7403	41626
453	7419	41606
454	7434	41582
455	7451	41572
456	7468	41560
457	7484	41539
458	7498	41510
459	7517	41512
460	7532	41487
461	7554	41500
462	7571	41486
463	7587	41468
464	7601	41441
465	7617	41423
466	7632	41400
467	7648	41382
468	7665	41365
469	7682	41353
470	7697	41331
471	7710	41298
472	7725	41274
473	7739	41246
474	7755	41225
475	7771	41207
476	7787	41189
477	7804	41178
478	7820	41160
479	7837	41148
480	7854	41135
481	7869	41112
482	7884	41086
483	7899	41064
484	7915	41046
485	7931	41028
486	7946	41003
487	7963	40991
488	7979	40972
489	7994	40953
490	8012	40941
491	8027	40918
492	8040	40889
493	8056	40870
494	8071	40847
495	8088	40834
496	8103	40811
497	8118	40787
498	8134	40771
499	8149	40748
500	8165	40731
501	8182	40715
502	8195	40686
503	8209	40658
504	8230	40661
505	8247	40648
506	8261	40622
507	8278	40609
508	8293	40585
509	8310	40575
510	8330	40575
511	8345	40552
512	8361	40536
513	8376	40512
514	8391	40492
515	8410	40486
516	8428	40479
517	8444	40462
518	8458	40432
519	8473	40410
520	8492	40406
521	8509	40397
522	8524	40372
523	8540	40354
524	8557	40342
525	8573	40322
526	8586	40295
527	8602	40275
528	8618	40255
529	8633	40236
530	8649	40215
531	8664	40197
532	8680	40177
533	8694	40152
534	8709	40128
535	8725	40109
536	8739	40082
537	8753	40059
538	8769	40040
539	8784	40018
540	8799	39997
541	8818	39992
542	8834	39973
543	8849	39953
544	8865	39933
545	8879	39908
546	8895	39889
547	8913	39881
548	8930	39871
549	8945	39846
550	8960	39825
551	8974	39801
552	8991	39785
553	9006	39763
554	9026	39764
555	9041	39745
556	9058	39730
557	9073	39709
558	9090	39694
559	9107	39681
560	9122	39662
561	9141	39655
562	9158	39643
563	9173	39623
564	9190	39606
565	9205	39585
566	9219	39562
567	9235	39542
568	9251	39525
569	9267	39510
570	9285	39499
571	9303	39489
572	9317	39465
573	9331	39441
574	9348	39427
575	9364	39408
576	9379	39386
577	9395	39371
578	9410	39347
579	9424	39324
580	9440	39306
581	9456	39289
582	9474	39278
583	9490	39260
584	9508	39251
585	9522	39227
586	9537	39207
587	9553	39189
588	9571	39180
589	9587	39162
590	9605	39151
591	9622	39139
592	9639	39126
593	9652	39099
594	9671	39091
595	9688	39079
596	9703	39056
597	9718	39036
598	9733	39016
599	9749	38999
600	9762	38970
601	9779	38955
602	9795	38936
603	9812	38923
604	9828	38907
605	9843	38885
606	9858	38867
607	9875	38851
608	9889	38829
609	9903	38803
610	9917	38779
611	9931	38752
612	9947	38736
613	9964	38721
614	9983	38717
615	9997	38690
616	10016	38684
617	10033	38671
618	10047	38649
619	10062	38625
620	10077	38604
621	10095	38597
622	10112	38582
623	10129	38569
624	10145	38552
625	10160	38533
626	10179	38525
627	10195	38507
628	10210	38489
629	10226	38469
630	10240	38445
631	10257	38433
632	10275	38422
633	10292	38410
634	10308	38394
635	10328	38389
636	10346	38380
637	10361	38358
638	10376	38339
639	10392	38321
640	10406	38296
641	10422	38282
642	10438	38264
643	10454	38247
644	10469	38225
645	10485	38207
646	10501	38191
647	10515	38166
648	10532	38153
649	10548	38135
650	10565	38122
651	10579	38098
652	10598	38094
653	10615	38079
654	10636	38081
655	10652	38064
656	10668	38045
657	10684	38027
658	10698	38003
659	10715	37990
660	10730	37971
661	10746	37955
662	10761	37933
663	10776	37912
664	10792	37896
665	10810	37883
666	10824	37863
667	10839	37840
668	10853	37816
669	10869	37800
670	10885	37782
671	10901	37764
672	10917	37748
673	10933	37730
674	10947	37707
675	10967	37703
676	10982	37682
677	10996	37660
678	11013	37648
679	11028	37627
680	11047	37618
681	11064	37604
682	11078	37582
683	11093	37563
684	11109	37544
685	11123	37522
686	11138	37501
687	11152	37478
688	11165	37451
689	11180	37430
690	11194	37405
691	11211	37391
692	11227	37377
693	11242	37356
694	11257	37335
695	11273	37317
696	11287	37294
697	11303	37279
698	11318	37258
699	11334	37243
700	11352	37230
701	11368	37214
702	11384	37197
703	11402	37186
704	11418	37170
705	11434	37152
706	11451	37139
707	11466	37121
708	11483	37107
709	11501	37095
710	11517	37080
711	11532	37060
712	11550	37048
713	11564	37026
714	11583	37018
715	11599	37002
716	11618	36994
717	11634	36976
718	11648	36955
719	11665	36940
720	11684	36933
721	11700	36916
722	11715	36896
723	11730	36877
724	11746	36859
725	11760	36837
726	11776	36819
727	11792	36801
728	11806	36780
729	11821	36759
730	11835	36736
731	11853	36724
732	11869	36708
733	11886	36695
734	11905	36689
735	11919	36666
736	11935	36649
737	11953	36638
738	11967	36616
739	11983	36599
740	11998	36578
741	12015	36565
742	12030	36543
743	12047	36532
744	12063	36512
745	12077	36490
746	12091	36470
747	12106	36447
748	12124	36437
749	12138	36416
750	12156	36403
751	12173	36392
752	12190	36376
753	12204	36354
754	12219	36334
755	12234	36315
756	12249	36294
757	12264	36276
758	12280	36258
759	12294	36235
760	12309	36215
761	12323	36195
762	12338	36174
763	12353	36155
764	12369	36139
765	12385	36122
766	12401	36105
767	12415	36081
768	12430	36062
769	12442	36035
770	12461	36025
771	12476	36006
772	12491	35986
773	12506	35968
774	12522	35950
775	12537	35931
776	12552	35913
777	12569	35899
778	12586	35886
779	12603	35872
780	12618	35852
781	12634	35835
782	12650	35817
783	12665	35798
784	12679	35778
785	12695	35759
786	12711	35743
787	12726	35725
788	12742	35708
789	12758	35690
790	12772	35669
791	12786	35647
792	12803	35633
793	12820	35619
794	12834	35596
795	12852	35586
796	12867	35567
797	12881	35545
798	12897	35527
799	12910	35502
800	12925	35484
801	12942	35470
802	12964	35469
803	12982	35458
804	12997	35439
805	13014	35427
806	13027	35402
807	13042	35381
808	13058	35367
809	13073	35346
810	13090	35334
811	13108	35322
812	13123	35302
813	13138	35284
814	13154	35267
815	13169	35247
816	13184	35227
817	13199	35208
818	13214	35191
819	13231	35175
820	13245	35155
821	13261	35136
822	13277	35122
823	13292	35101
824	13307	35082
825	13322	35064
826	13337	35045
827	13351	35024
828	13369	35011
829	13388	35003
830	13403	34983
831	13420	34970
832	13437	34956
833	13452	34938
834	13466	34916
835	13483	34901
836	13498	34882
837	13515	34868
838	13529	34848
839	13544	34827
840	13560	34812
841	13578	34800
842	13592	34779
843	13608	34763
844	13623	34743
845	13639	34727
846	13655	34711
847	13672	34696
848	13687	34677
849	13702	34658
850	13717	34639
851	13732	34621
852	13748	34604
853	13763	34585
854	13779	34569
855	13793	34548
856	13810	34534
857	13826	34517
858	13842	34502
859	13861	34492
860	13876	34474
861	13893	34459
862	13908	34441
863	13923	34421
864	13939	34406
865	13956	34392
866	13972	34375
867	13988	34358
868	14003	34339
869	14020	34325
870	14036	34309
871	14053	34294
872	14070	34282
873	14088	34269
874	14104	34252
875	14120	34236
876	14136	34221
877	14154	34209
878	14170	34193
879	14185	34174
880	14201	34158
881	14216	34138
882	14231	34119
883	14248	34106
884	14262	34084
885	14279	34071
886	14294	34051
887	14309	34033
888	14326	34018
889	14341	34001
890	14361	33994
891	14377	33976
892	14397	33969
893	14415	33957
894	14431	33942
895	14447	33924
896	14461	33905
897	14477	33887
898	14493	33872
899	14508	33854
900	14524	33836
901	14540	33820
902	14556	33804
903	14571	33786
904	14591	33778
905	14606	33759
906	14622	33743
907	14640	33730
908	14654	33709
909	14669	33691
910	14684	33673
911	14699	33654
912	14713	33633
913	14729	33617
914	14745	33600
915	14760	33581
916	14776	33565
917	14795	33556
918	14811	33539
919	14825	33518
920	14843	33506
921	14859	33490
922	14876	33477
923	14892	33459
924	14910	33448
925	14926	33432
926	14942	33415
927	14957	33397
928	14976	33387
929	14993	33372
930	15012	33362
931	15029	33349
932	15045	33331
933	15061	33315
934	15078	33301
935	15093	33283
936	15110	33268
937	15125	33249
938	15143	33237
939	15161	33226
940	15175	33205
941	15194	33194
942	15209	33177
943	15227	33165
944	15243	33149
945	15260	33133
946	15274	33114
947	15294	33105
948	15312	33092
949	15327	33074
950	15343	33058
951	15361	33045
952	15375	33024
953	15391	33008
954	15407	32992
955	15422	32975
956	15440	32961
957	15455	32944
958	15471	32927
959	15488	32912
960	15503	32895
961	15520	32879
962	15535	32861
963	15550	32844
964	15567	32829
965	15585	32817
966	15603	32804
967	15618	32786
968	15633	32767
969	15649	32750
970	15670	32744
971	15687	32729
972	15702	32712
973	15719	32697
974	15734	32678
975	15751	32665
976	15767	32649
977	15782	32630
978	15798	32614
979	15815	32599
980	15833	32586
981	15848	32567
982	15866	32555
983	15881	32538
984	15898	32523
985	15914	32507
986	15929	32488
987	15943	32468
988	15961	32456
989	15979	32442
990	15993	32423
991	16000	32388
992	16017	32373
993	16033	32356
994	16049	32340
995	16064	32322
996	16078	32302
997	16093	32283
998	16107	32263
999	16122	32244
1000	16137	32226
1001	16152	32208
1002	16167	32189
1003	16181	32169
1004	16197	32152
1005	16213	32137
1006	16229	32121
1007	16244	32103
1008	16260	32085
1009	16275	32068
1010	16290	32048
1011	16305	32030
1012	16319	32010
1013	16334	31991
1014	16347	31969
1015	16362	31952
1016	16377	31934
1017	16393	31917
1018	16409	31900
1019	16427	31888
1020	16442	31869
1021	16458	31853
1022	16473	31835
1023	16490	31820
1024	16507	31806
1025	16522	31788
1026	16539	31773
1027	16554	31756
1028	16569	31737
1029	16584	31720
1030	16599	31702
1031	16614	31683
1032	16633	31673
1033	16650	31659
1034	16666	31642
1035	16681	31624
1036	16697	31608
1037	16713	31591
1038	16728	31572
1039	16744	31557
1040	16762	31543
1041	16777	31525
1042	16792	31508
1043	16807	31489
1044	16823	31472
1045	16838	31454
1046	16853	31437
1047	16869	31420
1048	16887	31408
1049	16907	31399
1050	16923	31383
1051	16940	31369
1052	16957	31354
1053	16973	31337
1054	16980	31304
1055	16995	31287
1056	17010	31268
1057	17024	31249
1058	17039	31230
1059	17055	31214
1060	17069	31195
1061	17083	31175
1062	17098	31156
1063	17113	31138
1064	17127	31118
1065	17141	31098
1066	17157	31082
1067	17174	31067
1068	17188	31049
1069	17203	31031
1070	17220	31016
1071	17236	30999
1072	17252	30984
1073	17268	30967
1074	17276	30936
1075	17283	30905
1076	17300	30890
1077	17317	30875
1078	17330	30854
1079	17348	30840
1080	17363	30823
1081	17380	30809
1082	17397	30795
1083	17415	30781
1084	17430	30765
1085	17447	30749
1086	17466	30739
1087	17481	30720
1088	17497	30704
1089	17514	30689
1090	17530	30674
1091	17547	30659
1092	17563	30644
1093	17579	30628
1094	17595	30611
1095	17610	30594
1096	17626	30577
1097	17642	30560
1098	17649	30529
1099	17664	30512
1100	17680	30495
1101	17696	30478
1102	17710	30459
1103	17726	30443
1104	17742	30427
1105	17758	30411
1106	17774	30394
1107	17789	30376
1108	17804	30358
1109	17820	30343
1110	17837	30328
1111	17853	30312
1112	17869	30296
1113	17885	30280
1114	17900	30262
1115	17915	30244
1116	17929	30225
1117	17947	30211
1118	17961	30192
1119	17975	30173
1120	17989	30153
1121	18003	30133
1122	18020	30119
1123	18035	30101
1124	18052	30087
1125	18067	30070
1126	18084	30055
1127	18097	30034
1128	18113	30018
1129	18129	30001
1130	18144	29984
1131	18159	29966
1132	18178	29955
1133	18196	29941
1134	18210	29922
1135	18225	29905
1136	18242	29891
1137	18259	29875
1138	18274	29859
1139	18291	29844
1140	18306	29826
1141	18321	29809
1142	18340	29796
1143	18358	29784
1144	18373	29766
1145	18390	29752
1146	18407	29737
1147	18424	29723
1148	18442	29709
1149	18457	29692
1150	18473	29675
1151	18488	29659
1152	18503	29640
1153	18517	29621
1154	18533	29605
1155	18550	29591
1156	18564	29571
1157	18579	29554
1158	18595	29537
1159	18609	29519
1160	18625	29502
1161	18639	29483
1162	18654	29464
1163	18670	29448
1164	18685	29431
1165	18700	29414
1166	18715	29397
1167	18731	29380
1168	18745	29360
1169	18762	29346
1170	18778	29330
1171	18794	29313
1172	18808	29294
1173	18823	29277
1174	18840	29263
1175	18857	29248
1176	18873	29232
1177	18889	29216
1178	18904	29198
1179	18921	29184
1180	18938	29169
1181	18955	29154
1182	18970	29136
1183	18983	29116
1184	18999	29101
1185	19015	29083
1186	19032	29070
1187	19047	29052
1188	19064	29037
1189	19080	29020
1190	19096	29005
1191	19113	28990
1192	19131	28977
1193	19148	28963
1194	19163	28945
1195	19179	28928
1196	19194	28912
1197	19212	28898
1198	19228	28883
1199	19246	28869
1200	19262	28853
1201	19278	28837
1202	19298	28828
1203	19316	28813
1204	19336	28803
1205	19354	28790
1206	19372	28777
1207	19387	28760
1208	19401	28741
1209	19418	28726
1210	19433	28709
1211	19448	28691
1212	19465	28677
1213	19483	28662
1214	19497	28644
1215	19513	28628
1216	19530	28614
1217	19546	28597
1218	19565	28585
1219	19580	28568
1220	19597	28553
1221	19611	28534
1222	19630	28522
1223	19648	28509
1224	19664	28492
1225	19680	28477
1226	19698	28463
1227	19714	28448
1228	19731	28433
1229	19746	28415
1230	19765	28403
1231	19784	28391
1232	19797	28372
1233	19813	28355
1234	19829	28340
1235	19845	28323
1236	19862	28308
1237	19878	28292
1238	19895	28277
1239	19913	28263
1240	19929	28247
1241	19947	28234
1242	19962	28217
1243	19977	28200
1244	19994	28184
1245	20012	28171
1246	20027	28154
1247	20045	28140
1248	20061	28123
1249	20078	28109
1250	20097	28098
1251	20113	28082
1252	20127	28063
1253	20142	28045
1254	20160	28032
1255	20176	28015
1256	20193	28000
1257	20207	27981
1258	20223	27966
1259	20238	27948
1260	20255	27933
1261	20272	27918
1262	20288	27903
1263	20304	27885
1264	20327	27879
1265	20344	27864
1266	20358	27846
1267	20375	27832
1268	20390	27813
1269	20405	27796
1270	20422	27782
1271	20438	27764
1272	20454	27748
1273	20469	27732
1274	20486	27716
1275	20501	27700
1276	20518	27685
1277	20535	27670
1278	20551	27653
1279	20567	27638
1280	20585	27624
1281	20601	27608
1282	20618	27593
1283	20633	27575
1284	20648	27557
1285	20661	27538
1286	20677	27522
1287	20694	27507
1288	20710	27491
1289	20726	27474
1290	20741	27457
1291	20756	27440
1292	20771	27422
1293	20788	27407
1294	20806	27393
1295	20823	27379
1296	20840	27364
1297	20857	27348
1298	20874	27334
1299	20889	27317
1300	20905	27301
1301	20919	27282
1302	20935	27266
1303	20949	27247
1304	20965	27230
1305	20981	27214
1306	20995	27196
1307	21009	27178
1308	21026	27162
1309	21044	27149
1310	21059	27130
1311	21078	27119
1312	21094	27103
1313	21109	27085
1314	21123	27067
1315	21139	27050
1316	21154	27033
1317	21169	27015
1318	21185	27000
1319	21199	26981
1320	21215	26964
1321	21230	26947
1322	21246	26930
1323	21261	26914
1324	21276	26896
1325	21292	26881
1326	21308	26864
1327	21324	26848
1328	21342	26834
1329	21359	26820
1330	21373	26801
1331	21389	26785
1332	21406	26769
1333	21422	26754
1334	21437	26736
1335	21451	26718
1336	21467	26702
1337	21483	26686
1338	21501	26672
1339	21518	26656
1340	21532	26638
1341	21548	26622
1342	21564	26606
1343	21581	26591
1344	21596	26574
1345	21612	26557
1346	21628	26542
1347	21642	26523
1348	21658	26507
1349	21674	26490
1350	21689	26474
1351	21707	26460
1352	21724	26444
1353	21740	26429
1354	21756	26413
1355	21772	26396
1356	21789	26381
1357	21803	26363
1358	21818	26346
1359	21833	26328
1360	21848	26311
1361	21864	26295
1362	21881	26280
1363	21897	26264
1364	21912	26246
1365	21928	26230
1366	21944	26215
1367	21961	26199
1368	21977	26183
1369	21992	26166
1370	22008	26150
1371	22024	26134
1372	22041	26118
1373	22057	26103
1374	22074	26088
1375	22090	26071
1376	22107	26057
1377	22128	26046
1378	22146	26033
1379	22162	26016
1380	22177	25999
1381	22192	25982
1382	22209	25966
1383	22226	25952
1384	22241	25934
1385	22256	25917
1386	22271	25901
1387	22290	25887
1388	22309	25874
1389	22324	25858
1390	22339	25841
1391	22355	25824
1392	22371	25808
1393	22388	25793
1394	22404	25777
1395	22420	25760
1396	22435	25744
1397	22453	25729
1398	22467	25711
1399	22484	25696
1400	22501	25681
1401	22516	25663
1402	22533	25649
1403	22551	25635
1404	22567	25618
1405	22584	25604
1406	22598	25586
1407	22613	25568
1408	22630	25553
1409	22647	25538
1410	22665	25524
1411	22679	25506
1412	22696	25491
1413	22712	25475
1414	22728	25459
1415	22745	25444
1416	22760	25427
1417	22775	25409
1418	22792	25395
1419	22810	25380
1420	22826	25364
1421	22842	25348
1422	22859	25332
1423	22874	25316
1424	22891	25301
1425	22907	25284
1426	22922	25267
1427	22937	25250
1428	22953	25233
1429	22969	25218
1430	22984	25201
1431	23000	25185
1432	23018	25171
1433	23033	25153
1434	23049	25137
1435	23063	25119
1436	23078	25102
1437	23093	25085
1438	23108	25068
1439	23123	25050
1440	23137	25032
1441	23154	25016
1442	23170	25000
1443	23186	24984
1444	23207	24974
1445	23225	24959
1446	23240	24943
1447	23255	24926
1448	23272	24910
1449	23289	24895
1450	23303	24877
1451	23320	24861
1452	23334	24844
1453	23352	24829
1454	23367	24813
1455	23384	24798
1456	23398	24780
1457	23412	24761
1458	23430	24747
1459	23445	24730
1460	23462	24715
1461	23478	24699
1462	23495	24684
1463	23510	24666
1464	23525	24650
1465	23541	24633
1466	23555	24615
1467	23571	24599
1468	23587	24583
1469	23602	24566
1470	23617	24548
1471	23634	24533
1472	23649	24516
1473	23667	24502
1474	23684	24487
1475	23702	24473
1476	23717	24456
1477	23733	24440
1478	23748	24422
1479	23765	24407
1480	23782	24392
1481	23798	24376
1482	23817	24363
1483	23832	24346
1484	23850	24331
1485	23865	24315
1486	23880	24298
1487	23895	24280
1488	23911	24264
1489	23928	24249
1490	23944	24233
1491	23960	24216
1492	23976	24201
1493	23992	24185
1494	24008	24169
1495	24024	24153
1496	24039	24136
1497	24057	24121
1498	24073	24105
1499	24088	24088
1500	24105	24073
1501	24123	24059
1502	24138	24041
1503	24154	24026
1504	24169	24008
1505	24184	23991
1506	24201	23977
1507	24215	23959
1508	24232	23943
1509	24252	23930
1510	24268	23915
1511	24286	23900
1512	24301	23884
1513	24318	23868
1514	24341	23859
1515	24357	23843
1516	24375	23828
1517	24392	23813
1518	24412	23802
1519	24429	23786
1520	24446	23771
1521	24464	23756
1522	24478	23739
1523	24496	23724
1524	24512	23708
1525	24527	23692
1526	24542	23674
1527	24559	23659
1528	24576	23644
1529	24592	23628
1530	24607	23610
1531	24621	23593
1532	24637	23577
1533	24655	23562
1534	24672	23547
1535	24689	23531
1536	24705	23516
1537	24719	23498
1538	24734	23480
1539	24751	23465
1540	24768	23450
1541	24784	23434
1542	24802	23419
1543	24817	23403
1544	24833	23386
1545	24849	23370
1546	24867	23356
1547	24889	23346
1548	24908	23332
1549	24924	23316
1550	24939	23299
1551	24956	23284
1552	24972	23268
1553	24986	23249
1554	25002	23234
1555	25019	23218
1556	25035	23202
1557	25052	23187
1558	25068	23171
1559	25083	23154
1560	25100	23138
1561	25117	23123
1562	25131	23105
1563	25145	23087
1564	25164	23073
1565	25178	23056
1566	25194	23040
1567	25209	23022
1568	25225	23007
1569	25246	22995
1570	25262	22979
1571	25278	22963
1572	25296	22948
1573	25313	22933
1574	25327	22915
1575	25343	22898
1576	25357	22881
1577	25374	22866
1578	25390	22849
1579	25405	22833
1580	25424	22819
1581	25439	22802
1582	25455	22785
1583	25471	22769
1584	25487	22753
1585	25505	22739
1586	25520	22722
1587	25537	22707
1588	25553	22690
1589	25571	22676
1590	25586	22659
1591	25602	22643
1592	25617	22626
1593	25633	22610
1594	25649	22594
1595	25670	22581
1596	25687	22566
1597	25705	22552
1598	25721	22536
1599	25738	22521
1600	25755	22505
1601	25770	22488
1602	25785	22471
1603	25802	22456
1604	25818	22440
1605	25835	22425
1606	25850	22408
1607	25866	22392
1608	25883	22376
1609	25900	22360
1610	25917	22345
1611	25934	22330
1612	25952	22316
1613	25965	22297
1614	25981	22280
1615	26001	22268
1616	26018	22253
1617	26039	22241
1618	26057	22226
1619	26072	22209
1620	26088	22193
1621	26103	22176
1622	26119	22160
1623	26134	22143
1624	26149	22126
1625	26165	22110
1626	26180	22093
1627	26195	22076
1628	26209	22058
1629	26226	22042
1630	26241	22026
1631	26258	22010
1632	26275	21995
1633	26290	21978
1634	26306	21962
1635	26323	21946
1636	26336	21928
1637	26351	21911
1638	26367	21895
1639	26384	21879
1640	26400	21863
1641	26418	21848
1642	26437	21835
1643	26453	21819
1644	26469	21803
1645	26487	21788
1646	26502	21771
1647	26519	21756
1648	26534	21739
1649	26554	21726
1650	26570	21710
1651	26590	21697
1652	26608	21682
1653	26623	21665
1654	26638	21648
1655	26653	21631
1656	26670	21616
1657	26685	21599
1658	26701	21583
1659	26717	21566
1660	26733	21550
1661	26749	21534
1662	26765	21518
1663	26781	21502
1664	26797	21486
1665	26813	21470
1666	26828	21453
1667	26844	21437
1668	26862	21422
1669	26878	21406
