iter	Passed	Remaining
1670	26893	21389
1671	26914	21376
1672	26931	21361
1673	26946	21344
1674	26963	21328
1675	26978	21312
1676	26995	21296
1677	27009	21279
1678	27025	21263
1679	27040	21246
1680	27057	21230
1681	27074	21215
1682	27089	21198
1683	27106	21183
1684	27119	21164
1685	27134	21147
1686	27151	21132
1687	27167	21115
1688	27183	21099
1689	27199	21083
1690	27215	21067
1691	27231	21051
1692	27246	21034
1693	27261	21017
1694	27276	21000
1695	27294	20986
1696	27312	20971
1697	27327	20954
1698	27341	20936
1699	27355	20919
1700	27376	20906
1701	27392	20890
1702	27412	20877
1703	27426	20859
1704	27444	20844
1705	27462	20830
1706	27477	20813
1707	27493	20796
1708	27508	20780
1709	27523	20763
1710	27538	20746
1711	27553	20729
1712	27570	20714
1713	27586	20698
1714	27601	20680
1715	27618	20665
1716	27633	20648
1717	27648	20631
1718	27663	20614
1719	27679	20598
1720	27694	20581
1721	27711	20566
1722	27725	20548
1723	27741	20532
1724	27759	20518
1725	27776	20502
1726	27791	20485
1727	27807	20469
1728	27824	20454
1729	27840	20438
1730	27855	20420
1731	27871	20404
1732	27886	20387
1733	27900	20370
1734	27921	20357
1735	27939	20343
1736	27954	20326
1737	27969	20308
1738	27984	20292
1739	28000	20276
1740	28017	20260
1741	28036	20247
1742	28054	20231
1743	28070	20215
1744	28087	20200
1745	28102	20183
1746	28118	20167
1747	28133	20150
1748	28151	20135
1749	28169	20121
1750	28185	20105
1751	28201	20088
1752	28215	20071
1753	28231	20055
1754	28247	20038
1755	28264	20023
1756	28278	20006
1757	28294	19989
1758	28309	19972
1759	28323	19955
1760	28339	19939
1761	28354	19922
1762	28371	19906
1763	28387	19890
1764	28401	19873
1765	28417	19856
1766	28432	19839
1767	28448	19823
1768	28462	19806
1769	28480	19791
1770	28497	19776
1771	28513	19759
1772	28528	19742
1773	28547	19728
1774	28563	19712
1775	28579	19696
1776	28595	19680
1777	28617	19668
1778	28635	19653
1779	28650	19636
1780	28668	19621
1781	28682	19604
1782	28696	19586
1783	28713	19571
1784	28729	19555
1785	28744	19538
1786	28763	19524
1787	28778	19507
1788	28796	19492
1789	28812	19476
1790	28827	19459
1791	28843	19443
1792	28857	19426
1793	28875	19411
1794	28891	19395
1795	28909	19380
1796	28924	19363
1797	28940	19347
1798	28957	19331
1799	28971	19314
1800	28985	19297
1801	29001	19280
1802	29017	19264
1803	29034	19248
1804	29049	19232
1805	29064	19215
1806	29079	19198
1807	29093	19181
1808	29108	19164
1809	29125	19149
1810	29141	19132
1811	29156	19116
1812	29171	19099
1813	29186	19082
1814	29202	19065
1815	29218	19049
1816	29234	19034
1817	29252	19019
1818	29269	19003
1819	29284	18986
1820	29301	18971
1821	29316	18954
1822	29333	18938
1823	29349	18922
1824	29365	18906
1825	29380	18889
1826	29397	18874
1827	29412	18857
1828	29427	18840
1829	29446	18826
1830	29463	18810
1831	29478	18794
1832	29494	18777
1833	29510	18761
1834	29526	18745
1835	29541	18729
1836	29558	18713
1837	29574	18697
1838	29589	18680
1839	29605	18664
1840	29624	18649
1841	29640	18633
1842	29658	18619
1843	29677	18604
1844	29692	18588
1845	29706	18570
1846	29723	18555
1847	29740	18539
1848	29755	18522
1849	29772	18507
1850	29788	18490
1851	29803	18474
1852	29820	18458
1853	29836	18442
1854	29854	18427
1855	29871	18412
1856	29887	18395
1857	29904	18380
1858	29918	18363
1859	29939	18349
1860	29957	18334
1861	29974	18319
1862	29990	18303
1863	30008	18288
1864	30025	18272
1865	30041	18256
1866	30060	18242
1867	30075	18225
1868	30089	18208
1869	30104	18191
1870	30120	18175
1871	30136	18159
1872	30153	18143
1873	30167	18126
1874	30182	18109
1875	30197	18092
1876	30214	18077
1877	30229	18060
1878	30244	18043
1879	30258	18026
1880	30273	18009
1881	30289	17993
1882	30308	17979
1883	30325	17963
1884	30340	17946
1885	30354	17929
1886	30368	17912
1887	30386	17897
1888	30403	17881
1889	30416	17863
1890	30432	17847
1891	30446	17830
1892	30464	17815
1893	30480	17799
1894	30494	17781
1895	30513	17767
1896	30529	17751
1897	30545	17735
1898	30562	17719
1899	30578	17703
1900	30598	17689
1901	30615	17673
1902	30633	17658
1903	30648	17642
1904	30664	17626
1905	30681	17610
1906	30698	17594
1907	30716	17579
1908	30732	17563
1909	30752	17550
1910	30770	17534
1911	30786	17518
1912	30802	17502
1913	30817	17485
1914	30831	17468
1915	30847	17452
1916	30863	17435
1917	30879	17420
1918	30895	17403
1919	30911	17387
1920	30927	17371
1921	30943	17355
1922	30960	17339
1923	30976	17323
1924	30992	17307
1925	31008	17291
1926	31024	17275
1927	31038	17258
1928	31054	17241
1929	31069	17224
1930	31084	17208
1931	31099	17191
1932	31115	17175
1933	31132	17159
1934	31149	17144
1935	31167	17129
1936	31182	17112
1937	31202	17098
1938	31220	17083
1939	31236	17067
1940	31252	17051
1941	31269	17035
1942	31286	17020
1943	31301	17003
1944	31318	16987
1945	31334	16971
1946	31350	16955
1947	31365	16938
1948	31380	16922
1949	31395	16905
1950	31412	16889
1951	31427	16872
1952	31443	16856
1953	31459	16840
1954	31478	16826
1955	31493	16809
1956	31509	16793
1957	31526	16777
1958	31541	16760
1959	31557	16744
1960	31576	16730
1961	31591	16713
1962	31607	16697
1963	31622	16680
1964	31638	16664
1965	31655	16648
1966	31670	16632
1967	31686	16616
1968	31703	16600
1969	31718	16583
1970	31742	16571
1971	31760	16556
1972	31775	16540
1973	31792	16524
1974	31808	16508
1975	31826	16493
1976	31843	16477
1977	31859	16461
1978	31873	16444
1979	31889	16427
1980	31905	16411
1981	31919	16394
1982	31936	16378
1983	31949	16361
1984	31964	16344
1985	31980	16328
1986	31994	16311
1987	32012	16296
1988	32027	16279
1989	32046	16264
1990	32062	16248
1991	32077	16232
1992	32094	16216
1993	32111	16200
1994	32126	16184
1995	32143	16168
1996	32160	16152
1997	32174	16135
1998	32191	16119
1999	32206	16103
2000	32221	16086
2001	32238	16070
2002	32255	16055
2003	32272	16039
2004	32286	16022
2005	32302	16006
2006	32317	15989
2007	32332	15973
2008	32351	15958
2009	32365	15941
2010	32381	15925
2011	32396	15908
2012	32415	15893
2013	32431	15877
2014	32445	15860
2015	32462	15844
2016	32477	15827
2017	32493	15812
2018	32512	15797
2019	32526	15780
2020	32542	15763
2021	32558	15747
2022	32573	15731
2023	32590	15715
2024	32608	15700
2025	32623	15683
2026	32638	15667
2027	32653	15650
2028	32669	15634
2029	32684	15617
2030	32700	15601
2031	32717	15585
2032	32736	15571
2033	32752	15554
2034	32770	15540
2035	32788	15524
2036	32801	15507
2037	32818	15491
2038	32835	15475
2039	32850	15459
2040	32867	15443
2041	32883	15427
2042	32898	15410
2043	32914	15394
2044	32929	15377
2045	32944	15361
2046	32959	15344
2047	32975	15328
2048	32991	15312
2049	33008	15296
2050	33024	15280
2051	33040	15264
2052	33055	15247
2053	33073	15232
2054	33088	15215
2055	33104	15199
2056	33120	15183
2057	33135	15166
2058	33151	15151
2059	33168	15135
2060	33183	15118
2061	33197	15101
2062	33214	15085
2063	33229	15069
2064	33247	15053
2065	33262	15037
2066	33277	15020
2067	33295	15005
2068	33313	14990
2069	33328	14973
2070	33346	14958
2071	33361	14941
2072	33377	14925
2073	33392	14909
2074	33409	14893
2075	33423	14876
2076	33440	14860
2077	33455	14843
2078	33471	14827
2079	33487	14811
2080	33501	14794
2081	33519	14779
2082	33536	14763
2083	33552	14747
2084	33567	14730
2085	33582	14714
2086	33597	14698
2087	33613	14681
2088	33627	14664
2089	33641	14647
2090	33656	14631
2091	33674	14616
2092	33693	14600
2093	33708	14584
2094	33725	14568
2095	33743	14553
2096	33759	14537
2097	33776	14521
2098	33792	14505
2099	33808	14489
2100	33823	14472
2101	33837	14455
2102	33857	14441
2103	33873	14425
2104	33889	14408
2105	33904	14392
2106	33919	14375
2107	33935	14359
2108	33953	14344
2109	33968	14327
2110	33984	14311
2111	34001	14296
2112	34016	14279
2113	34031	14262
2114	34045	14245
2115	34060	14229
2116	34074	14212
2117	34088	14195
2118	34103	14178
2119	34122	14164
2120	34141	14149
2121	34156	14132
2122	34175	14117
2123	34192	14101
2124	34207	14085
2125	34225	14069
2126	34241	14053
2127	34256	14037
2128	34275	14022
2129	34290	14006
2130	34307	13990
2131	34324	13974
2132	34340	13958
2133	34353	13941
2134	34371	13925
2135	34386	13909
2136	34401	13892
2137	34418	13876
2138	34434	13860
2139	34450	13844
2140	34465	13828
2141	34480	13811
2142	34493	13794
2143	34508	13777
2144	34524	13761
2145	34541	13745
2146	34558	13730
2147	34576	13714
2148	34592	13698
2149	34608	13682
2150	34623	13665
2151	34638	13649
2152	34653	13632
2153	34667	13616
2154	34683	13599
2155	34698	13583
2156	34715	13567
2157	34731	13551
2158	34748	13535
2159	34764	13519
2160	34781	13503
2161	34798	13488
2162	34812	13471
2163	34827	13454
2164	34842	13438
2165	34857	13421
2166	34874	13405
2167	34891	13389
2168	34906	13373
